rank	target_id	source_id	source_revision	source_lines	form	normalized	part_of_speech	flags	morphology	token_count	document_count	zipf	audit_flags	decision_status
462	02f55e63833a2934d0eabae6c6d96671c6b08c2d9873f9fe7b5dd2a4745a11db	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	21682	jêgirtin	jêgirtin	noun_fem	F	po:noun_fem					pending
463	02f61c16661a5d9fd19e45460a689968cdd78361339d5e365c6607f99d514560	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	34459	serjinikîkirî	serjinikîkirî	adjective	AN	po:adj					pending
464	02f9b1418276a3b532d633c33b360b50badf15177f60ac615c1e01b7ffcd80e8	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	26901	nag	nag	noun_fem	F	po:noun_fem					pending
465	02faf5d3eddd659d890d8c0947a0f3b9d36f018eac098f978cf2fed3279c9a47	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	5306	biayînî	biayînî	noun_fem	F	po:noun_fem					pending
466	02fb605a336597694210bb994d0b32eb4cbcc42087d014aa62cb8538c4795db3	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	36147	tebatîbûn	tebatîbûn	noun_fem	F	po:noun_fem					pending
467	02fbf7e6888d6972421bf32fd2715dd9fb8bb2d00da1b639d1cebcee312374bb	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	38936	xaç	xaç	noun_fem	F	po:noun_fem					pending
468	02fd3275ba4389720c418c16b26276aff810824197f3e99b9d59b4ab814ef2fe	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	5900	bidûbûn	bidûbûn	noun_fem	F	po:noun_fem					pending
469	02fdacd2fc4437047b2b5f2de493203af769e9a5511eabe96979221552cede37	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	20745	holdîng	holdîng	noun_fem	F	po:noun_fem					pending
470	02fe2ee3b919dc6f1dd5b5e2d9b5ee645d0b7dba821df57e0382ebb63bea8e7b	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	26560	mucîze	mucîze	noun_fem	F	po:noun_fem					pending
471	03010f5d0d15a374687e8b3f44a0f7ceda27daa2facb32dbe40ff7a000dc69ed	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	18091	geştûguzarî	geştûguzarî	noun_fem	F	po:noun_fem					pending
472	0302b4d970a8a5f61e32d4a25588b040d783ea753f899bc62425fb15236d5f65	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	4633	berpêşbûyî	berpêşbûyî	adjective	AN	po:adj					pending
473	0302f5ee3d95a08c3278b84ae2efae8105e938cbd64ca89dd50f08ff629879d1	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	17258	firotinbar	firotinbar	adjective	AN	po:adj					pending
474	03034ce534629204c09d27aa9f4cb057fdadc6ff4ba8c29ad9fbe3a1210fea44	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	19954	hevgirtîbûn	hevgirtîbûn	noun_fem	F	po:noun_fem					pending
475	030355afd8c06918328477099436c9ad1ea4bbbe011e266648e31d74945d5e63	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	37558	tunekirin	tunekirin	noun_fem	F	po:noun_fem					pending
476	0303db02cde84bbc8ef771a461518038519fc8126bddf567d95edb21c1c7d748	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	3156	barî	barî	adjective	AN	po:adj					pending
477	03040b159ff6a46dc6b4982d1e8813fe33698e4bf7c5f40a0cfcf26450b3d664	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	35096	sivirge	sivirge	noun_fem	F	po:noun_fem					pending
478	0306d65f3b20462ff6841bdb858ccdd2cbabf246784eed1a226069aae7608ca9	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	36342	telaq	telaq	noun_fem	F	po:noun_fem					pending
479	03079a00c924d29a0d0ebebd46504ca0e0bb0280200880e5ef282270e7aa020e	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	7394	binesaxî	binesaxî	adjective	AN	po:adj					pending
480	03086e354a1ac71a2a93cdb4b9d452ae74f20d362d4d0d57bcbee6532eb5f654	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	27575	nesaxketin	nesaxketin	noun_fem	F	po:noun_fem					pending
481	03099cac054521cdc0fcfcf49ee45bb8527fc62674cdc0d17e2777f2bfd5b9c3	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	214	adaptasyonî	adaptasyonî	noun_fem	F	po:noun_fem					pending
482	030a6848ddc0f85b838854343209b02d25689f95754192245dd6eb3d4b9957a2	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	3952	bende	bende	adjective	AN	po:adj					pending
